VoxelMap: loaded 'benchmarks/industrial-plants/plants/plant01.3dmap' [voxel] 195x128x100, 87620 listed voxels, diagonals=1
instance,alg,expanded,generated,cost,optimal,time_ms,optimal_ok
81,mm,12161,297562,55.526912,55.526900,483.244,1
81,bae,10806,262677,55.526912,55.526900,6.048,1
81,nbs,11940,292512,55.526912,55.526900,6.300,1
81,gbfs,242,0,62.213203,55.526900,0.165,0
82,astar,6384,150082,107.806273,107.806000,3.377,1
82,rastar,36628,921085,107.806273,107.806000,20.410,1
82,mm,36791,918785,107.806273,107.806000,56.963,1
82,bae,37858,944883,107.806273,107.806000,23.573,1
82,nbs,26694,663702,107.806273,107.806000,13.234,1
82,gbfs,146,0,111.119982,107.806000,0.149,0
83,astar,6385,140509,66.513261,66.513300,3.507,1
83,rastar,17545,424551,66.513261,66.513300,9.657,1
83,mm,22234,526197,66.513261,66.513300,989.815,1
83,bae,18882,439541,66.513261,66.513300,10.012,1
83,nbs,12794,296201,66.513261,66.513300,6.332,1
83,gbfs,3826,0,74.898766,66.513300,2.480,0
84,astar,6386,151643,100.045514,100.046000,3.704,1
84,rastar,41602,1048728,100.045514,100.046000,23.302,1
84,mm,39766,1001543,100.045514,100.046000,63.514,1
84,bae,44234,1110872,100.045514,100.046000,28.647,1
84,nbs,20402,508297,100.045514,100.046000,10.465,1
84,gbfs,146,0,103.953267,100.046000,0.199,0
85,astar,6386,153080,80.625959,80.626000,3.774,1
85,rastar,12724,309044,80.625959,80.626000,6.782,1
85,mm,11227,273016,80.625959,80.626000,925.469,1
85,bae,5051,119371,80.625959,80.626000,3.227,1
85,nbs,11684,283875,80.625959,80.626000,5.533,1
85,gbfs,122,0,82.918488,80.626000,0.129,0
86,astar,6387,156457,81.347758,81.347800,3.729,1
86,rastar,12358,309998,81.347758,81.347800,6.925,1
86,mm,18499,460945,81.347758,81.347800,30.549,1
86,bae,17854,443902,81.347758,81.347800,9.967,1
86,nbs,13496,338247,81.347758,81.347800,7.062,1
86,gbfs,122,0,84.275962,81.347800,0.121,0
87,astar,6387,151579,93.788545,93.788500,3.591,1
87,rastar,19238,466463,93.788545,93.788500,11.109,1
87,mm,20131,486972,93.788545,93.788500,42.255,1
87,bae,12637,307461,93.788545,93.788500,7.550,1
87,nbs,12566,302548,93.788545,93.788500,6.312,1
87,gbfs,128,0,96.081074,93.788500,0.131,0
88,astar,6388,150003,106.271833,106.272000,3.739,1
88,rastar,68934,1744683,106.271833,106.272000,39.885,1
88,mm,57965,1470972,106.271833,106.272000,86.713,1
88,bae,51092,1273043,106.271833,106.272000,30.934,1
88,nbs,21784,542397,106.271833,106.272000,11.290,1
88,gbfs,170,0,110.781746,106.272000,0.157,0
89,astar,6388,137367,135.446129,135.446000,3.678,1
89,rastar,191124,4822504,135.446129,135.446000,113.210,1
89,mm,132328,3324423,135.446129,135.446000,218.405,1
89,bae,67904,1668709,135.446129,135.446000,40.383,1
89,nbs,20642,500511,135.446129,135.446000,10.029,1
89,gbfs,3720,0,161.111969,135.446000,2.410,0
90,astar,7173,166965,95.923882,95.923900,5.762,1
90,rastar,7605,181539,95.923882,95.923900,4.415,1
90,mm,11039,261741,95.923882,95.923900,724.563,1
90,bae,5399,128137,95.923882,95.923900,3.667,1
90,nbs,12626,299913,95.923882,95.923900,6.570,1
90,gbfs,220,0,116.970563,95.923900,0.222,0
91,astar,7173,178411,119.577232,119.577000,4.031,1
91,rastar,31217,800675,119.577232,119.577000,18.167,1
91,mm,32634,837060,119.577232,119.577000,53.033,1
91,bae,31684,807700,119.577232,119.577000,19.469,1
91,nbs,17350,439682,119.577232,119.577000,9.384,1
91,gbfs,156,0,123.565575,119.577000,0.178,0
92,astar,7173,178308,94.529583,94.529600,4.314,1
92,rastar,26181,655341,94.529583,94.529600,15.512,1
92,mm,19803,494103,94.529583,94.529600,2013.248,1
92,bae,12457,308530,94.529583,94.529600,7.556,1
92,nbs,15008,372585,94.529583,94.529600,7.458,1
92,gbfs,160,0,98.325902,94.529600,0.146,0
93,astar,7174,167527,96.267027,96.267000,4.099,1
93,rastar,15800,361614,96.267027,96.267000,8.797,1
93,mm,16971,393655,96.267027,96.267000,1181.448,1
93,bae,15094,353411,96.267027,96.267000,8.298,1
93,nbs,14274,331099,96.267027,96.267000,6.639,1
93,gbfs,446,0,113.547363,96.267000,0.267,0
94,astar,7174,154893,72.384776,72.384800,3.675,1
94,rastar,15421,367449,72.384776,72.384800,8.071,1
94,mm,20427,473925,72.384776,72.384800,24.556,1
94,bae,18310,419354,72.384776,72.384800,8.955,1
94,nbs,13836,314424,72.384776,72.384800,6.775,1
94,gbfs,144,0,73.213203,72.384800,0.196,0
95,astar,7176,181375,172.925094,172.925000,4.304,1
95,rastar,40150,1033447,172.925094,172.925000,22.869,1
95,mm,30843,796287,172.925094,172.925000,6130.000,1
95,bae,10176,261036,172.925094,172.925000,5.505,1
95,nbs,20774,532927,172.925094,172.925000,10.609,1
95,gbfs,252,0,177.491695,172.925000,0.229,0
96,astar,7179,172084,84.965705,84.965700,4.156,1
96,rastar,39267,993349,84.965705,84.965700,21.914,1
96,mm,44223,1114485,84.965705,84.965700,66.490,1
96,bae,28775,712813,84.965705,84.965700,15.486,1
96,nbs,15292,377267,84.965705,84.965700,8.276,1
96,gbfs,3866,0,91.994413,84.965700,2.289,0
97,astar,7180,170814,81.870058,81.870100,4.323,1
97,rastar,12584,306470,81.870058,81.870100,6.977,1
97,mm,10916,263767,81.870058,81.870100,849.791,1
97,bae,3863,87028,81.870058,81.870100,2.335,1
97,nbs,11760,284562,81.870058,81.870100,5.517,1
97,gbfs,338,0,95.434664,81.870100,0.265,0
98,astar,7181,181619,159.971047,159.971000,3.997,1
98,rastar,62564,1589699,159.971047,159.971000,35.708,1
98,mm,37526,955346,159.971047,159.971000,500.500,1
98,bae,363,8250,159.971047,159.971000,0.330,1
98,nbs,34720,881735,159.971047,159.971000,16.554,1
98,gbfs,304,0,163.627901,159.971000,0.272,0
99,astar,7182,165177,93.828427,93.828400,4.487,1
99,rastar,25148,604603,93.828427,93.828400,13.807,1
99,mm,20363,485235,93.828427,93.828400,775.300,1
99,bae,17614,417902,93.828427,93.828400,9.260,1
99,nbs,14288,334536,93.828427,93.828400,7.023,1
99,gbfs,94,0,96.120956,93.828400,0.095,0
100,astar,7979,173952,98.809725,98.809700,4.258,1
100,rastar,22230,536976,98.809725,98.809700,12.094,1
100,mm,25887,609642,98.809725,98.809700,384.787,1
100,bae,16895,389038,98.809725,98.809700,8.931,1
100,nbs,15488,357547,98.809725,98.809700,7.776,1
100,gbfs,202,0,113.112698,98.809700,0.133,0
101,astar,7979,188326,78.172786,78.172800,4.658,1
101,rastar,18926,464320,78.172786,78.172800,10.493,1
101,mm,22950,560501,78.172786,78.172800,1186.952,1
101,bae,20159,489411,78.172786,78.172800,11.647,1
101,nbs,17494,424373,78.172786,78.172800,9.293,1
101,gbfs,118,0,80.947196,78.172800,0.114,0
102,astar,7980,180675,88.768095,88.768100,4.264,1
102,rastar,20049,478980,88.768095,88.768100,11.015,1
102,mm,21376,499580,88.768095,88.768100,1013.977,1
102,bae,15021,345948,88.768095,88.768100,8.503,1
102,nbs,15798,366448,88.768095,88.768100,7.687,1
102,gbfs,178,0,97.606237,88.768100,0.131,0
103,astar,7980,200207,96.830369,96.830400,4.848,1
103,rastar,15260,377615,96.830369,96.830400,8.689,1
103,mm,12274,302561,96.830369,96.830400,1265.192,1
103,bae,6381,155986,96.926745,96.830400,3.533,0
103,nbs,15148,374470,96.830369,96.830400,7.588,1
103,gbfs,272,0,108.580200,96.830400,0.203,0
104,astar,7981,190549,90.245848,90.245800,4.706,1
104,rastar,24479,611750,90.245848,90.245800,14.105,1
104,mm,25519,637712,90.245848,90.245800,1519.561,1
104,bae,19159,472518,90.245848,90.245800,11.544,1
104,nbs,14758,363194,90.245848,90.245800,7.664,1
104,gbfs,136,0,93.174780,90.245800,0.127,0
105,astar,7982,191792,104.844749,104.845000,4.806,1
105,rastar,65481,1655434,104.844749,104.845000,37.478,1
105,mm,43520,1098483,104.844749,104.845000,1695.295,1
105,bae,28027,695484,104.844749,104.845000,15.561,1
105,nbs,15276,373986,104.844749,104.845000,7.598,1
105,gbfs,208,0,109.284271,104.845000,0.148,0
106,astar,7982,178558,145.263091,145.263000,4.976,1
106,rastar,147594,3664694,145.263091,145.263000,86.252,1
106,mm,106859,2661155,145.263091,145.263000,4595.168,1
106,bae,43829,1056246,145.263091,145.263000,25.975,1
106,nbs,15460,364779,145.263091,145.263000,7.465,1
106,gbfs,304,0,150.819441,145.263000,0.227,0
107,astar,7982,196645,107.488681,107.489000,6.112,1
107,rastar,15550,388215,107.488681,107.489000,8.687,1
107,mm,12285,305783,107.488681,107.489000,1344.363,1
107,bae,2234,52156,107.585057,107.489000,1.718,0
107,nbs,12540,312158,107.488681,107.489000,6.207,1
107,gbfs,228,0,109.384776,107.489000,0.173,0
108,astar,7982,171452,152.596522,152.597000,3.861,1
108,rastar,221723,5547102,152.596522,152.597000,136.597,1
108,mm,141683,3515462,152.596522,152.597000,248.404,1
108,bae,91163,2216519,152.596522,152.597000,54.766,1
108,nbs,34342,809024,152.596522,152.597000,16.366,1
108,gbfs,520,0,166.890508,152.597000,0.362,0
109,astar,7983,203758,174.719368,174.719000,6.862,1
109,rastar,29963,768942,174.719368,174.719000,17.580,1
109,mm,17261,444538,174.719368,174.719000,3348.152,1
109,bae,15917,407261,174.719368,174.719000,9.280,1
109,nbs,10258,262343,174.719368,174.719000,5.695,1
109,gbfs,258,0,178.264788,174.719000,0.264,0
110,astar,8772,212590,118.646358,118.646000,5.202,1
110,rastar,62653,1596599,118.646358,118.646000,36.804,1
110,mm,57610,1466944,118.646358,118.646000,119.131,1
110,bae,62564,1579335,118.646358,118.646000,39.281,1
110,nbs,22242,555252,118.646358,118.646000,11.851,1
110,gbfs,174,0,122.538324,118.646000,0.191,0
111,astar,8773,216855,112.690175,112.690000,5.623,1
111,rastar,17457,437728,112.690175,112.690000,9.935,1
111,mm,14359,361184,112.690175,112.690000,920.880,1
111,bae,2857,69773,112.690175,112.690000,2.577,1
111,nbs,12790,318581,112.690175,112.690000,6.874,1
111,gbfs,202,0,118.131691,112.690000,0.186,0
112,astar,8775,206631,123.703826,123.704000,5.083,1
112,rastar,65032,1610016,123.703826,123.704000,37.610,1
112,mm,52422,1295684,123.703826,123.704000,107.163,1
112,bae,58187,1446635,123.703826,123.704000,34.778,1
112,nbs,42736,1058968,123.703826,123.704000,21.587,1
112,gbfs,276,0,129.796074,123.704000,0.235,0
113,astar,8775,212667,97.409840,97.409800,5.692,1
113,rastar,11645,292135,97.409840,97.409800,6.666,1
113,mm,13515,334408,97.409840,97.409800,2274.857,1
113,bae,8306,203752,97.409840,97.409800,5.559,1
113,nbs,12348,304709,97.409840,97.409800,6.714,1
113,gbfs,190,0,111.560962,97.409800,0.185,0
114,astar,8775,200046,145.955209,145.955000,4.849,1
114,rastar,103809,2644861,145.955209,145.955000,62.110,1
114,mm,78819,2000654,145.955209,145.955000,140.022,1
114,bae,64280,1610630,145.955209,145.955000,38.542,1
114,nbs,47110,1176343,145.955209,145.955000,24.010,1
114,gbfs,214,0,150.726219,145.955000,0.216,0
115,astar,8777,199085,151.424756,151.425000,5.804,1
115,rastar,88127,2244786,151.424756,151.425000,52.711,1
115,mm,76634,1942486,151.424756,151.425000,16463.025,1
115,bae,16441,390597,151.424756,151.425000,11.108,1
115,nbs,16030,382156,151.424756,151.425000,8.487,1
115,gbfs,210,0,153.717285,151.425000,0.222,0
116,astar,8777,209170,84.986156,84.986200,5.871,1
116,rastar,11796,282779,84.986156,84.986200,6.585,1
116,mm,14919,359987,84.986156,84.986200,1612.368,1
116,bae,9306,222792,84.986156,84.986200,5.311,1
116,nbs,15816,380642,84.986156,84.986200,8.291,1
116,gbfs,168,0,95.630817,84.986200,0.143,0
117,astar,8777,222931,124.844504,124.845000,5.099,1
117,rastar,15800,404507,124.844504,124.845000,9.113,1
117,mm,22662,581054,124.844504,124.845000,49.861,1
117,bae,17575,447968,124.844504,124.845000,9.451,1
117,nbs,24835,634531,124.844504,124.845000,13.005,1
117,gbfs,170,0,126.944280,124.845000,0.183,0
118,astar,8779,221037,131.099583,131.100000,5.058,1
118,rastar,46846,1172551,131.099583,131.100000,26.660,1
118,mm,35515,896376,131.099583,131.100000,9514.655,1
118,bae,20583,520640,131.099583,131.100000,11.618,1
118,nbs,18414,465093,131.099583,131.100000,20.329,1
118,gbfs,114,0,133.488488,131.100000,0.305,0
119,astar,8781,220093,95.935487,95.935500,11.336,1
119,rastar,13835,347599,95.935487,95.935500,13.236,1
119,mm,22327,561277,95.935487,95.935500,45.477,1
119,bae,20399,512304,95.935487,95.935500,13.161,1
119,nbs,18868,476746,95.935487,95.935500,10.168,1
119,gbfs,128,0,98.960066,95.935500,0.236,0
120,astar,9565,228869,158.779507,158.780000,5.365,1
120,rastar,79079,1964013,158.779507,158.780000,46.516,1
120,mm,63985,1589457,158.779507,158.780000,190.010,1
120,bae,34829,865635,158.875883,158.780000,20.244,0
120,nbs,26622,650047,158.779507,158.780000,13.235,1
120,gbfs,288,0,178.238267,158.780000,0.268,0
121,astar,9565,213177,79.538569,79.538600,5.644,1
121,rastar,20860,502158,79.538569,79.538600,11.406,1
121,mm,27177,639930,79.538569,79.538600,43.880,1
121,bae,26950,630161,79.538569,79.538600,14.122,1
121,nbs,19548,455070,79.538569,79.538600,9.680,1
121,gbfs,270,0,81.002671,79.538600,0.195,0
122,astar,9570,226060,115.722335,115.722000,5.512,1
122,rastar,43917,1118233,115.722335,115.722000,25.178,1
122,mm,50967,1285044,115.722335,115.722000,110.864,1
122,bae,36877,916319,115.722335,115.722000,21.686,1
122,nbs,23782,590804,115.722335,115.722000,12.756,1
122,gbfs,192,0,118.014864,115.722000,0.163,0
123,astar,9570,241621,165.221945,165.222000,5.799,1
123,rastar,31785,818218,165.221945,165.222000,17.854,1
123,mm,40325,1034218,165.221945,165.222000,96.047,1
123,bae,28865,733552,165.221945,165.222000,16.715,1
123,nbs,22268,566146,165.221945,165.222000,11.736,1
123,gbfs,288,0,168.535653,165.222000,0.253,0
124,astar,9571,239157,155.849362,155.849000,5.697,1
124,rastar,31215,797735,155.849362,155.849000,17.289,1
124,mm,37915,965754,155.849362,155.849000,87.290,1
124,bae,26855,676792,155.849362,155.849000,14.641,1
124,nbs,22603,569539,155.849362,155.849000,11.721,1
124,gbfs,288,0,170.342901,155.849000,0.259,0
125,astar,9571,230931,105.220732,105.221000,5.613,1
125,rastar,31469,782037,105.220732,105.221000,17.400,1
125,mm,28233,697303,105.220732,105.221000,3059.678,1
125,bae,14857,359749,105.220732,105.221000,8.360,1
125,nbs,18238,444652,105.220732,105.221000,9.775,1
125,gbfs,350,0,111.120227,105.221000,0.248,0
126,astar,9574,223098,97.329302,97.329300,5.655,1
126,rastar,25553,622323,97.329302,97.329300,14.461,1
126,mm,21543,520068,97.329302,97.329300,2747.223,1
126,bae,14751,349657,97.329302,97.329300,8.127,1
126,nbs,18396,438303,97.329302,97.329300,8.678,1
126,gbfs,664,0,122.656125,97.329300,0.407,0
127,astar,9575,229700,90.483823,90.483800,5.572,1
127,rastar,37532,926479,90.483823,90.483800,20.753,1
127,mm,40180,994102,90.483823,90.483800,427.047,1
127,bae,40187,984556,90.483823,90.483800,23.037,1
127,nbs,28270,697919,90.483823,90.483800,13.996,1
127,gbfs,150,0,93.893908,90.483800,0.140,0
128,astar,9575,215939,95.755901,95.755900,5.395,1
128,rastar,25623,608337,95.755901,95.755900,13.826,1
128,mm,25269,599195,95.755901,95.755900,1855.278,1
128,bae,21962,519443,95.755901,95.755900,11.969,1
128,nbs,19094,450402,95.755901,95.755900,9.805,1
128,gbfs,400,0,96.584329,95.755900,0.238,0
129,astar,9577,219881,75.253376,75.253400,5.503,1
129,rastar,17965,437967,75.253376,75.253400,9.882,1
129,mm,24272,582162,75.253376,75.253400,438.803,1
129,bae,23473,559021,75.253376,75.253400,13.142,1
129,nbs,19188,454172,75.253376,75.253400,9.686,1
129,gbfs,148,0,77.563149,75.253400,0.116,0
130,astar,10363,261614,85.898037,85.898000,6.149,1
130,rastar,25703,651482,85.898037,85.898000,14.504,1
130,mm,21682,549317,85.898037,85.898000,1845.061,1
130,bae,13027,328996,85.898037,85.898000,7.384,1
130,nbs,17426,440707,85.898037,85.898000,8.521,1
130,gbfs,140,0,88.383318,85.898000,0.122,0
131,astar,10364,249638,105.336830,105.337000,5.866,1
131,rastar,50658,1269954,105.336830,105.337000,29.049,1
131,mm,51349,1288070,105.336830,105.337000,98.123,1
131,bae,41219,1025938,105.336830,105.337000,24.880,1
131,nbs,28972,724727,105.336830,105.337000,15.430,1
131,gbfs,172,0,107.629359,105.337000,0.152,0
132,astar,10364,254930,129.504029,129.504000,6.822,1
132,rastar,14246,357807,129.504029,129.504000,8.316,1
132,mm,14640,362964,129.504029,129.504000,1859.995,1
132,bae,3179,75027,129.504029,129.504000,2.392,1
132,nbs,15866,394840,129.504029,129.504000,8.331,1
132,gbfs,136,0,130.871755,129.504000,0.149,0
133,astar,10365,251221,68.634946,68.634900,6.070,1
133,rastar,10497,253897,68.634946,68.634900,5.890,1
133,mm,17504,427408,68.634946,68.634900,1193.624,1
133,bae,15806,385120,68.634946,68.634900,8.889,1
133,nbs,18408,448338,68.634946,68.634900,10.144,1
133,gbfs,120,0,71.505732,68.634900,0.105,0
134,astar,10368,258970,111.493294,111.493000,6.173,1
134,rastar,71659,1796438,111.493294,111.493000,41.794,1
134,mm,42666,1069286,111.493294,111.493000,1838.758,1
134,bae,32941,823393,111.493294,111.493000,19.993,1
134,nbs,17342,429589,111.493294,111.493000,8.629,1
134,gbfs,306,0,128.596522,111.493000,0.216,0
135,astar,10368,225310,90.384776,90.384800,5.758,1
135,rastar,16882,408263,90.384776,90.384800,9.176,1
135,mm,23304,545369,90.384776,90.384800,35.311,1
135,bae,23130,530610,90.384776,90.384800,11.622,1
135,nbs,20688,475922,90.384776,90.384800,10.035,1
135,gbfs,164,0,92.677305,90.384800,0.116,0
136,astar,10370,260974,144.818519,144.819000,6.216,1
136,rastar,12645,320241,144.818519,144.819000,7.381,1
136,mm,15186,383639,144.818519,144.819000,2211.601,1
136,bae,9490,238705,144.818519,144.819000,5.271,1
136,nbs,16732,423397,144.818519,144.819000,8.524,1
136,gbfs,184,0,155.555427,144.819000,0.174,0
137,astar,10373,260192,154.050372,154.050000,6.160,1
137,rastar,21677,553270,154.050372,154.050000,12.192,1
137,mm,32119,814528,154.050372,154.050000,57.885,1
137,bae,27935,704823,154.050372,154.050000,14.731,1
137,nbs,23210,588295,154.050372,154.050000,11.902,1
137,gbfs,264,0,157.653209,154.050000,0.238,0
138,astar,10373,252020,63.012193,63.012200,5.859,1
138,rastar,10792,265062,63.012193,63.012200,5.861,1
138,mm,18354,451668,63.012193,63.012200,631.707,1
138,bae,17806,436742,63.012193,63.012200,10.463,1
138,nbs,18810,462381,63.012193,63.012200,10.135,1
138,gbfs,260,0,72.091519,63.012200,0.180,0
139,astar,10374,252667,68.183766,68.183800,5.984,1
139,rastar,12828,310202,68.183766,68.183800,7.104,1
139,mm,17415,422590,68.183766,68.183800,918.538,1
139,bae,14283,343550,68.183766,68.183800,8.138,1
139,nbs,18808,457710,68.183766,68.183800,9.628,1
139,gbfs,272,0,77.706742,68.183800,0.166,0
140,astar,11161,254447,109.651804,109.652000,6.292,1
140,rastar,18166,433550,109.651804,109.652000,10.110,1
140,mm,22707,537799,109.651804,109.652000,1154.597,1
140,bae,15721,366420,109.651804,109.652000,8.653,1
140,nbs,22136,516650,109.651804,109.652000,11.765,1
140,gbfs,254,0,132.556349,109.652000,0.155,0
141,astar,11166,241798,180.869136,180.869000,5.560,1
141,rastar,311699,7819497,180.869136,180.869000,196.344,1
141,mm,202032,5047082,180.869136,180.869000,318.470,1
141,bae,158703,3889346,180.869136,180.869000,100.833,1
141,nbs,39276,925651,180.869136,180.869000,18.934,1
141,gbfs,516,0,185.404305,180.869000,0.393,0
142,astar,11167,282497,116.545853,116.546000,9.988,1
142,rastar,30857,787449,116.545853,116.546000,17.684,1
142,mm,21938,561419,116.545853,116.546000,2127.315,1
142,bae,834,19152,116.642229,116.546000,2.988,0
142,nbs,15630,396175,116.545853,116.546000,7.969,1
142,gbfs,170,0,118.048914,116.546000,0.184,0
143,astar,11167,281501,115.635429,115.635000,6.939,1
143,rastar,66430,1689551,115.635429,115.635000,38.224,1
143,mm,42741,1088332,115.635429,115.635000,5445.702,1
143,bae,6608,160513,115.635429,115.635000,3.949,1
143,nbs,19196,486937,115.635429,115.635000,10.008,1
143,gbfs,240,0,131.617702,115.635000,0.218,0
144,astar,11168,271262,89.069610,89.069600,6.738,1
144,rastar,28837,715233,89.069610,89.069600,16.042,1
144,mm,27113,673831,89.069610,89.069600,5698.577,1
144,bae,16662,406314,89.069610,89.069600,9.351,1
144,nbs,19072,472583,89.069610,89.069600,9.378,1
144,gbfs,148,0,91.362139,89.069600,0.143,0
145,astar,11169,283337,111.105654,111.106000,6.905,1
145,rastar,13612,345672,111.105654,111.106000,8.143,1
145,mm,12895,325031,111.105654,111.106000,1270.928,1
145,bae,15224,384431,111.105654,111.106000,8.869,1
145,nbs,14552,367912,111.105654,111.106000,7.407,1
145,gbfs,162,0,114.459051,111.106000,0.158,0
146,astar,11170,273063,56.798990,56.799000,6.526,1
146,rastar,11624,283700,56.798990,56.799000,6.601,1
146,mm,19069,469115,56.798990,56.799000,1152.234,1
146,bae,15089,371269,56.798990,56.799000,8.713,1
146,nbs,20150,495250,56.798990,56.799000,10.612,1
146,gbfs,952,0,60.556349,56.799000,0.520,0
147,astar,11170,286848,153.443161,153.443000,6.990,1
147,rastar,22241,566303,153.443161,153.443000,12.474,1
147,mm,13934,354535,153.443161,153.443000,452.245,1
147,bae,2707,66137,153.443161,153.443000,1.708,1
147,nbs,21596,550160,153.443161,153.443000,9.811,1
147,gbfs,202,0,155.581897,153.443000,0.227,0
148,astar,11171,270608,69.019722,69.019700,6.489,1
148,rastar,11863,286203,69.019722,69.019700,6.520,1
148,mm,18564,453078,69.019722,69.019700,1389.186,1
148,bae,18894,459849,69.019722,69.019700,11.263,1
148,nbs,18886,460412,69.019722,69.019700,10.778,1
148,gbfs,110,0,71.312251,69.019700,0.114,0
149,astar,11172,279810,174.186244,174.186000,6.704,1
149,rastar,65973,1693253,174.186244,174.186000,36.849,1
149,mm,42606,1094964,174.186244,174.186000,1793.934,1
149,bae,27343,692275,174.772030,174.186000,14.523,0
149,nbs,32916,838504,174.186244,174.186000,15.623,1
149,gbfs,264,0,175.843098,174.186000,0.239,0
